content,label
Estetis,Positif
Terintegrasi,Positif
Intuitif,Positif
Tepat guna,Positif
Solutif,Positif
Konsisten,Positif
Terorganisir,Positif
Ramah pengguna,Positif
Optimal,Positif
Tersinkronisasi,Positif
Menarik,Positif
Modern,Positif
Profesional,Positif
Relevan,Positif
Reliable,Positif
Adaptif,Positif
Bersih (UI/UX),Positif
Interaktif,Positif
Cepat install,Positif
Skalabel,Positif
Customizable,Positif
Produktif,Positif
Membantu pekerjaan,Positif
Sesuai harapan,Positif
Respons developer baik,Positif
Tampilan enak dilihat,Positif
ribut,Negatif
Responsif,Positif
User-friendly,Positif
fungsional,Positif
bermanfaat,Positif
efisien,Positif
sempurna,Positif
komplit,Positif
lengkap,Positif
update-nya bagus,Positif
top,Positif
rekomended,Positif
andalan,Positif
work-well,Positif
lancar,Positif
cepat tanggap,Positif
Customizable,Positif
Adaptif,Positif
"Banyak penambahan fitur, terutama progres, sungguh sangat membantu di pilkada, semoga pemilu kedepan semakin canggih ... tengkyu kpu",Positif
"Tidak bisa unggah berkas, setiap diunggah malah keluar terus",Negatif
"Min tolong punya saya, tinggal upload berkas daftar hadir, tapi saya tinggal sampai sekarang udah 13 jam masih belum bisa juga di upload, tampilan tetap sama dengan saya terakhir upload, udah saya coba pakai WiFi & Data tapi juga belum bisa Penyimpanan saya juga masih 10gb Tolong min di perbaiki🙏🏽🙏🏽",Negatif
"aplikasi kontol nyusahin kpps, developer TOLOL",Negatif
selalu menyusahkan yg bawah,Negatif
Aplikasi nya Bapuk..!!!,Negatif
"Eh tolong dong susah banget ini mau Upload, kenapa ya sekali gagal itu gak bisa lagi. Sudah banget padhal misalkan upload Dokumen lain itu bisa.",Negatif
wadalah ada error. reinstall APP malah dari 0 lagi 🗿🗿 blok... padahal udh di kunci dan dikirim semua berkasnya. tinggal dibagian absen dptnya saja yang error. asli malah nyusahin ngent,Negatif
"Tolong benahi kinerja sistemnya dulu, jangan kayak proyek yang sifatnya yang penting jadi, masa iya sebelum2 tahun pemilu atau pilkada persiapannya gitu2 aja buat aplikasi ini apalagi nanti 2029 wkwkw buat kunci dan upload aja lama",Negatif
"Tidak ada perubahan, selalu salah membaca angka, server selalu keteteran, niatnya mempermudah & mempercepat tapi malah mempersulit",Negatif
"Kagak jelas,keseringan gagal upload file daftar hadir sampe nyoba 25 kali",Negatif
"tolong dong di perbagus lagii , saya mau unggah daftar hadir susah banget",Negatif
"mau upload daftar hadir susah amat, gagal mulu, malah memperlambat pekerjaan, segini doang nih aplikasi dr APBN?!!",Negatif
"Aplikasi bapuk banyak bug saat pengambilan photo selalu ngelag, kemudian ketika sudah beres semua gak bisa upload pdf minimal setelah update lebih bagus ini malah lebih buruk😫👎👎",Negatif
Pas hari H nya unggah data daftar hadir tidak bisa error mulu😥,Negatif
Aplikasi cacat,Negatif
Apk mempersulit tidak mempermudah,Negatif
Banyak bug,Negatif
Apk ga jelas ngunggah aja lama . Lemah,Negatif
Gagal terus,Negatif
Saya rasa di mohon untuk evaluasi terkait sirekap.jangan mempersulit kita.sistem sama saja seperti pilper. Tidak ada pembenahan sama sekali. Terkendala di upload daftar hadir nyiksa. Antal antalan,Negatif
"Aplikasinya macet. Penyimpanan banyak, sinyal full kuota besar. Tetep mandeg di submit",Negatif
Apk badut tidak bisa di andalkan mending di tiadakan saja,Negatif
Aplikasi ngeleg buka camera ngelag masa kalah ama hp samsung j2prime,Negatif
bikin susah,Negatif
Klo udah di kunci ga bisa di Edit tiap bimtek harus hapus data APK KAYA GINI DI PAKE SAMA NEGARA_ BUKAN NYA DI PERMUDAH DI PERSULIT,Negatif
"Aplikasi ngak ngotak, masuk aja susah👎",Negatif
TOLONG LAH . SEKELAS PEMERINTAH MEMBUAT APLIKASI JANGAN ABAL ABAL. SERVER SERING DOWN. ANGGARAN KALIAN CUKUP BESAR.,Negatif
"Masih banyak masalah, hari ini (minggu)yang seharusnya buat cek ,dan memakai sesi produjinasional2,malah ndak bisa masuk",Negatif
Aplikasi yang sangat kutng berguna dan menambah beban fikiran saja.. Sistrmmasih bobrok pembacaan angka sangat amat tidk mumpuni .. Hapuskan sitekap,Negatif
Diuji teros gak gedein alokasi servernya malah capek jadi kpps sirekap suruh uji teros,Negatif
"Semua lancar jaya, tapi pas mau dibikin pdf selalu muncul "" sesi waktu sdh habis "" dan balik ke awal masukan email dll.gitu aja terus sampe ike nurjanah ngeluarin album baru",Negatif
Gak bisa update,Negatif
Apalah apk negara kok eror² mulu,Negatif
Buat kamera lelet bgt. Tolong di perbaiki agar mempermudah kita dalam bekerja,Negatif
Tidak bisa di update,Negatif
Kenapa saya tidak masuk terus menerus kata sandi salah,Negatif
Terdapat kendala berkaitan dengan error sistem,Negatif
"Hai dev, tolong perhatikan kita dipelosok indonesia timur yang koneksi internetnya tidak memadai ini juga donk!! kalau aplikasi ini anda pasangi TIMEOUT ya otomatis saat hari H kita tidak akan bisa bekerja",Negatif
Ribet kebanyakan ganti-ganti profil jadi bermasalah apk nya 👎,Negatif
Apa ada Cara untuk Mereset password. Ada beberapa pengguna sirekap Lupa password nya untuk login,Negatif
g bisa buat update....,Negatif
"cuman berhenti di submit, gak bisa masuk lebih lanjut",Negatif
ga bisa submit terus,Negatif
Butut,Negatif
Kenapa apk ini tidak tidak bisa terpasang setelah diupdate,Negatif
Aplikasi kalo foto tidak membaca kemudian ditimpa foto malah angka semakin error. Banyak temen temen kpps mengelu banyak uji coba sementara biaya untuk kuota dan oprasional tidak ada. Dengan gaji kpps yang sedikit dirasa mereka rugi mingkin. Makanya banyam mengeluh tentang uji coba yang tetlalu banyak.,Negatif
GK bisa di update v 2.73,Negatif
"Gk bisa di update, di download pun gk bisa",Negatif
Sering error,Negatif
Agar di permudah untuk login,Negatif
hadeuh nyusahin aja. sampai riset hp udh ngelakuin cara ini itu ttep gbisa login. untuk kedepan saran jangan pake sirekap aja. kalo nyusahin buat apa ? mending kek dulu manual aja udah kalo mau pake aplikasi jangan sampai pake tangan buat isi kertas. apk apk kertas ya kertas,Negatif
Gusti apk macam apa ini gustiiii,Negatif
Pake ini bikin pusing tujuh keliling karna sistem,Negatif
Aplikasi ini setidaknya dibuat oleh orang orang berpengalaman dan ahli dibidangnya...tp baru lupa pasword aja..sudah kesulitan cari solusinya.,Negatif
GX bisa submit,Negatif
"Aplikasi nya ya ampun gimana mau maju negara kalo kayak gini tolong lah apk nya di perbaiki lagi masak gak bisa berfungsi gagal Mulu ngirim data ,,",Negatif
Aplikasinya gini amat ya??? Macetnya minta ampun,Negatif
"Sudah berkali kali nyoba buat login gak bisa"" uninstal berkali"" pun tetep hasile sama gak bisa masuk lagi. Udah masuk tinggal submit gak bisa diklik",Negatif
"Gak bisa di akses. Sudah donwload mau login eh stuck di submit mulu, udah hapus cache, udah uninstall brapa kali trus donwload lagi ttap saja bgitu",Negatif
"Pasword invalid terus, padahal sudah save otomatis, ketik ulang juga masih invalid, tolong di jawab email saya min",Negatif
Bikin pusing di utak atik terus,Negatif
"Memang dari segi proses lebih cepat dari sebelumnya. Tapi waktu ngepas foto kertas masih lemot banget sinkronisasi nya. Jadi sulit untuk ngepas batas garis sama kodenya, harus ngulang beberapa kali.",Negatif
"Uji coba aja udah bikin pusing. Photo harus kotak kecil berwarna hijau. Sudah hijau, eh masih g bisa juga. Nyoba sampe 10x lebih hasilnya sama aja. Gimana ntr pas pilkada sama pilgub.",Negatif
loading huhhhh,Negatif
Tidak dapat di update,Negatif
Knpa aplikasih sudah tidak dapat di gunakan lagi ini,Negatif
Moal Baleg Deui wae ieu mah,Negatif
☹️👎,Negatif
"Banyaj BUG,,,,",Negatif
Kualitas sangat kurang sekali,Negatif
Sangat lemod,Negatif
APLIKASI VERSI INI SUDAH TIDAK DAPAT DIGUNAKAN,Negatif
Tidak bisa kunci data pada device Xiaomi pad 6,Negatif
🤦,Negatif
Aplikasi sampah,Negatif
"""Aplikasi versi ini sudah tidak dapat digunakan"", terakhir update Januari, ini udh mau dipakai buat simulasi, so...",Negatif
G usah pake aplikasi sirekap kalau aplikasinya kayak gini trus.. Merepotkan,Negatif
"Aplikasi belum siap kok sudah suruh download,",Negatif
Aplikasinya oyoh 🙃,Negatif
Lebih lambat dari siput,Negatif
Aplikasi sudah tidak dapat digunakan..,Negatif
Ancurrrrrrrrrrr,Negatif
Server lambat,Negatif
"Behh kasus men , sama smua masalahnya",Negatif
"sirekap kapan sih siapnya bisa digunakan? pengalaman pemilu masih kurang kah buat berbenah jadi lebih baik performanya, baru di install masa gak bisa digunakan",Negatif
Susah ga bisa login password salah terus,Negatif
Baru di download aplikasi versi ini tidak dapat digunakan.,Negatif
Apk nya tidak bisa di akses,Negatif
"Aplikasine ora jelas,",Negatif
"Baru review setelah sekian lama, baru ingat buat ngasih tau kalau aplikasinya jelek",Negatif
"Aplikasi tidak bisa dibuka, sia² pemerintah menggelontorkan dana begitu besar hanya untuk pembuatan aplikasi macam ini.",Negatif
Kualitas buruk,Negatif
Kurang memadai,Negatif
Tidak bisa login walaupun password dan email dan kata sandi yg d simpan TDK bisa d gunakan,Negatif
Butuh kalai,Negatif
"Kenapa harus ada iklan. Seharusnya ,tidak ada iklan. Sangat mengggu aktifasi pekerjaan.",Negatif
Aplikasi payah🤦🏼‍♂️,Negatif
Sampah,Negatif
Tidak bisa d'akses,Negatif
"Tujuan suatu aplikasi akan memberikan kemudahan langkah kerja bagi pengguna, kenapa hrs mengedit hasil conversi ?? Akan menambah mumet petugas KPPS yg dipacu waktu kejar tayang",Negatif
"Ini aplikasi bukan untuk membantu, tapi buat memori kita habis dan pada akhirnya beli hp lagi😂😂😂",Negatif
"web maker tolol , buat apk kayak anak tk kebnyakan dana di pangkas nyet ah mlh skrng bikin apk di luar playstore , hrus nya bikin nya versi android 7 minimal ngada2 aja",Negatif
Versi sudah lama mungkin sudah rengko,Negatif
"Pas udah kita buka, kok dibilang apliksinya versi ini tidak bisa di gunakan lagi,🤔",Negatif
"aplikasi kurang maximal ,kalah servernya sama.mobile legend",Negatif
"Ada pemberitahuan ""Aplikasi versi ini sudah tidak dapat digunakan""... Yg lebih parahnya lagi udh hampir setahun masa nggk ada perbaikan disemua device, buang² anggaran aja",Negatif
kena tidak bisa masuk/login,Negatif
Min tolong min perbaiki aplikasinya susah banget terbuka biar kami kpps bisa lancar kerjanya mohon bantuannya admin,Negatif
"Tolong pak, aplikasi nya hrs trs di update, karna bukan semakin baik malah msh bnyk kekurangan nya inj",Negatif
"Aplikasi ini kurang baik, tolong ditingkatkan!!!",Negatif
"Di pilpres apk ini sudah terbukti bikin pusing para KPPS,, sekarang pilkada apk ini dipakai lagi.. kasian para KPPS buang"" waktu untuk pengisian hasil..",Negatif
Muncul kata versi ini sudah tidak dapat di gunakan,Negatif
Aplikasi tidak dapat di gunakan,Negatif
"Aplikasi burik di pakek buat kerja ya kayak gini kaluk buat apk minim bisah di pakek jgana kayk gini nyusahin masyarakat aja ,,,burik",Negatif
Rating sampai 2.0 ckckckck... Sebobrok inikah sistem kepemerintahan ? Kalau gak siap mending jangan.,Negatif
"G bisa di buka,saya mau simulasi sirekap sama rekan",Negatif
"Tidak bisa di proses, macam mana aplikasi ini 🤢",Negatif
"Klo dah g bisa digunakan, knp msh ada ajah sih",Negatif
Bobrok !,Negatif
"Aplikasi ini masih sangat belom akurat... Krna dalam pemakaian sangat sulit dibuka meskipun sudah di daftar, sabaiknya aplikasi ini bisa dibuat sperti Aplikasi lainlah sperti JKN mobile atau BRI mobile atau seperti WhatsApp.. padahal negara sudah sangat memprioritaskan ni sbg masa dpan bangsa Indonesia, jalanx Demokraai masa kini.",Negatif
"Aplikasi bobrok dipake buat hajat negara, parrrah.",Negatif
"Server lelet, low respons",Negatif
"Sering loading, laama banget",Negatif
Sudah beberapa kali coba tetap stag di choose profile,Negatif
Tidak bisa di buka versi lama hingga tidak bisa di update versi terbaru,Negatif
Kenapa aplikasi nya tidak dapat di bukak,Negatif
Beli kek aplikasi yg bagusan yg mahalan dh tau seluruh indo pke.. sya pke hp hig end lo mash j lemot letoeee.. pnglaman thun lalu srver kacau.wkkwkww,Negatif
Tidak bisa dibuka,Negatif
Percuma ini aplikasi tidak bisa di fungsikan bikin hp lemot KPU gagal membentuk aplikasi ini...,Negatif
aplikasih apa ini bolak balik dowload tetap aja versinya 2.55.,Negatif
Aplikasi jenis ini sudah tidak dapat di gunakan Bikin orang pusing saja aplikasi ini,Negatif
Tidak bisa dibuka melalui WiFi,Negatif
Membingungkan mudah gangguab,Negatif
Aplikasi buruk kok masih untuk dipertahankan ...kami sebagai kpps pusing cuman gara gara aplikasi buruk ini ..KPU RI emng GK bisa bikin aplikasi yg mudah..jangan ambil enaknya saja ..,Negatif
Aplikasinya sulit poll,Negatif
"Tolong dong, kalau apk sirekapnya nggak menjamin kelancarannya di hari H pilkada nanti gk usah pake si rekap,kasian nanti penyelenggara yang sudah capek banget motoin tpi gagal penggunaan aplikasikasi. Ini masih simulasi saja login udah terkendala,gk bisa login apk sirekap.",Negatif
"Kenapa masih harus uji coba? Yang mana rawan down, susah login, dsb.",Negatif
"Untuk kepentingan negara mbok modal dikit lah, minimal gak harus android, ios juga kasih donk..",Negatif
Gagal terus Dalam Login,Negatif
aplikasinya tidak bisa digunakan,Negatif
Ga BS digunakan,Negatif
Kok aplikasi sudang tidak bisa di gunakan gimana mau aploud ...,Negatif
Jancook,Negatif
"Bisa bisa nya aplikasi ini tidak bisa login, selalu eror",Negatif
Konslet,Negatif
Susah masuknya,Negatif
"Biaya pembuatan apk milyaran mungkin ya, tapi yg tersalurkan mungkin hanya 1jt, begini lh hasilnya",Negatif
😭😭😭,Negatif
Mumeti,Negatif
servernya benerin dulu,Negatif
Sy tidak bisa menginstal ulang,Negatif
"Baru dibuka muncul tulisan versi ini tidak dapat digunakan, Belum digunakan sudah bermasalah",Negatif
APLIKASI BUG,Negatif
Sama sekali tidak bisa,Negatif
"Aplikasi belum layak digunakan, SERVERNYA TINGKATKAN",Negatif
Menambah kerepotan waktu penghitungan suara ,Negatif
"Sering terjadi error saat sedang digunakan ketika dilakukannya uji coba, dan perlu waktu lama untuk men upload dokumen pada aplikasi sirekap",Negatif
Penggunaan sirekap kadang kendalanya dari sinyal sehingga membuat perhitungan menjadi selesai agak lama...,Negatif
Kurang Menarik,Negatif
Saat hari H aplikasi sedikit susah di gunakan terutama dalam scan C hasil perlu adanya edit dan sangat lemot di hp saya,Negatif
"Aplikasi sering error pada saat pelaksanaan peng upload an data, harus logout kemudian login lagi",Negatif
"Aplikasi tidak dapat diakses dikarenakan jaringan, saat unggah daftar hadir lama sekali",Negatif
Udh ke download tapi gak bisa dibuka,Negatif
Terlalu buruk.,Negatif
"Aplikasi versi ini tidak dapat di gunakan,coba tolong dibuatkan pembaruannya/updatenya ,",Negatif
"kalau udah gak bisa pakai versi ini setidaknya upgrade melalui playstore,udah coba download pake link yang dikasi dari sononya juga g bisa eughh,udah mendekati hari h tapi masih banyak yang belum bisa masuk apk!",Negatif
"Aplikasi pemerintah ini bobrokk, bikin onar, sekelas KPU ga bisa mengoptimalkan jangankan bekerja, login aja susah. Saya rasa ga ada lagi judul berita tv yg semenyakitkan ""SUARA RAKYAT VS SIREKAP""",Negatif
Parah sih,Negatif
Aplikasi patah tidak berguna,Negatif
Tidak bisa masuk ke aplikasi,Negatif
"Kalau nggak butuh² amat ne aplikasi malas benar dah, ini sudah puluhan kali instal trus uninstall. Aplikasi sudah tidak berlaku terus kenapa di arahkan kesini kalau tidak berlaku 😵‍💫",Negatif
Aplikasi bobrok gini masih jg dipake !!! Apa aja kerja kalian yg di kpu !!! Hadeeuh,Negatif
Aplikasi tidak bisa digunakan....versi sdh beda....tolong diupgrade buat besok batasnya,Negatif
Tidak dapat uptudate apk ini,Negatif
"Dh bolak balik download.kenapa tetap saja GK bisa di buka? Dan bilang ""versi ini sudah tidak dapat di gunakan"" trus",Negatif
Aps kurang update,Negatif
Masih terkendala belum bisa submit,Negatif
"Bernar"" kacau🤦🏻 kok bukan makin bagus malahan makin jelek, sudah didownload malahan GK bisa digunakan. Mohon maaf namun setidaknya sebelum anda menghimbau penguna direkap untuk mendownload Aplikasih direkap mendingan dites dan diuji coba dulu kelayakan dan fungsih direkap itu sendiri apakah layak dan berhasil digunakan apa tidak! Saat pemilu direkap tinyatakan Eror kok sekarang saat pilkada malahan lebih kacau..! Buat aja aplikasih lain..",Negatif
Parah..,Negatif
tidak berguna,Negatif
"Asli, mereka ga belajar dari waktu kasus Pilpres kemarin. Aplikasi error masih aja dipake",Negatif
susah loading tetus,Negatif
Apa ini gak guna,Negatif
Aplikasi versi ini udah tidak bisa di gunakan,Negatif
aplikasi tidak dapat diakses,Negatif
Aplikasi tidak bisa di gunakan,Negatif
Saya tidak bisa daftar ni tolong bantu saya daftar k,Negatif
Update woy,Negatif
"Aplikasi gak jelas, padahal linknya langsung dari KPU,, 🤔, Parah",Negatif
"Sudah 3x pegang sirekap ga ada perubahan, bermasalah terus....",Negatif
"Udah di download gs bisa di buka, tulisannya aplikasi ini sudah tidak dapat digunakan gimana ini",Negatif
Sangat buruk tidak bermanfaat,Negatif
Gimana ini udah dikirim link dari KPU tapi ketika di istal dan buka aplikasi sudah tidak berlaku katanya gimana ini,Negatif
Masa dapat Likn langsung diarahkan ke Playsore di buka Versi ini sudah Tidak digunakan Lagi😡,Negatif
"Tolong Kameranya dibenerin biar ngga delay, cape banget hp udah geser masa kameranya belum",Negatif
aplikasi sangat tidak bagus,Negatif
Sudah di donlod tapi gak mau di bukak ada tulisan aplikasi ini sudak tidak di pakai,Negatif
"Aplikasi bapuk, padahal tendernya gede juga",Negatif
Sudah didownload malah aplikasinya sudah tidak terpakai. Gak jelas,Negatif
"Aplikasi yang belum siap tapi dipaksakan ya gini , buang buang anggaran aja , tolong di benahi lagi dong untuk apk si rekap",Negatif
Tidak bisa masuk apk,Negatif
Sangat sangat lemot,Negatif
Pemborosan uang rakyat di pakai buat aplikasi yang ga guna,Negatif
Aplikasi versi ini sudah tidak dapat di gunakan.klo blm siap jgn di publikasikan dong.nanti di saat hari H nya error .,Negatif
Tidak bisa di buka,Negatif
"Aplikasi versi ini sudah tidak dapat di gunakan,, maksudnya",Negatif
Di kasih link dari kpu pas di alihkan ke PlayStore malah aplikasi versi ini tdk bisa di gunakan.. Di Indonesia kaya gk ada lagi orang pintar IT. Developer yg skrg sangat buruk.,Negatif
Tidak bisa login di Hp vivo n oppo,Negatif
Aplikasi parah ora jelas,Negatif
Masa ia kalo mau update mesti hapus dulu baru donwload ulang. Ngabisin kuota aja.,Negatif
"Untuk update cukup menguras waktu dan kuota wkwk. Karena aplikasi sirekap ini biasa update kalau aplikasi sebelumnya dihapus dulu, kemudian diinstal lagi.",Negatif
Aplikasi server korup,Negatif
"aplikasi susah digunakan, eror selalu",Negatif
Aplikasi yang membagongkan,Negatif
Setiap mau dipakai ada saja kendal kendalanya,Negatif
Aplikasi sangat sulit di gunakan dan di update,Negatif
Aplikasi macam apa ini. Sudah di instal di update pulak malah error'.,Negatif
"Coba dong aplikasi nya yang jelas. Aplikasi log-in susah, error terus. Di Update bukannya makin bagus malah makin jele. Aplikasi yang katanya mempermudah malah jadi mempersulit. Buat developer nya pr banget nih buat memperbaiki bug.",Negatif
Aplikasi gak bisa login,Negatif
Anggaran gede Aplikasi Sulit,Negatif
"Sdh dpt link dr kpu tuk masuk pasword dr kpu malh link d buka ga bsa token sudah experid sja gmna kpu ini pilkada repot bngt,,cba d perbaiki kerja nya kita yg ada d kpps d tuntut untuk segera tp ga berfungsi gmna mau kerja trs sehaurs nya prasarana dan sarana menunjang tuk semua nya,,kan sdh belajar dr pilpres kemarin",Negatif
"update wae lier, 3x instal",Negatif
Aplikasi lol,Negatif
Pelis atuh ah... Ini penyakit dari pilpres sampe sekarang sama aja...serius dikit napa...ini tim IT nya ngelawak apa gmn... Akun duluan yg di kirim sementara apk nya msh lawas...,Negatif
Belum bisa pilih profil 😑😑,Negatif
Parah. Aplikasi develop biaya berapa kyak main main gini. Eror mulu diandroid 13,Negatif
"Sudah di update tapi tidak bisa login, yang bener aje. Sangat tidak ramah",Negatif
Unggah pdf gagal terus,Negatif
Aplikasi bobrok,Negatif
kalo ada rekapitulasi manual kenapa harus juga rekapitulasi online? buang2 anggaran,Negatif
DANA ELIT APLIKASI SYLITTT,Negatif
Mff nih ibu/bapak apknya sangat ribet sekali untuk sekelas apk pemerintah inimah bikin malu si dan menguras waktu dan akomodasi karna harus bimtek beberapa kali mending kalo mulus kebanyakan malah cuma bikin rusuh acara pencoblosan aja dah mending pake CamScanner aja,Negatif
"Programmer nya orang dalam mungkin ,makanya nggk becus urusin aplikasi",Negatif
Jika masih belum buat aplikasi kenapa harus maksa untuk buat. Kocak,Negatif
"Di Update gak bisa, yg bikin nya gak mengurusi sepertinya",Negatif
Selama beberapa kali jdi penguna sirekap belum ada kemajuan,Negatif
"tolong lah bikin aplikasi yg bener, pertama install gak bisa di buka, terus verifikasi gk masuk, udh bisa masuktapi sampe sekarang gak bisa submit. gimana sih.",Negatif
Ayo dong ko lelet masuk nya,Negatif
Nyusahin orang aja ini apk juancok,Negatif
Pembaruan tgl 9 nov 2024 gak bisa di update udah download tapi gagal install mulu,Negatif
"Sudah donlot, sudah login. Tapiga bisa pilih profile. Gimana ini?",Negatif
"Disuruh nginstal, diinstal judule aplikasi versi ini g bisa ... 4 kali bongkar pasang belum terlihat hilalnyaa .... lhaaa terus piye",Negatif
"Ternyata aplikasinya sirekap pas mau buka """" Versi ini suda tidak dapat digunakan "" Katanya perbaikan gmna uda dicoba tetap aja yg keluar itu itu saja... Mohon cepat diperbaiki",Negatif
Aplikasi sirekapnya kedaluarsa,Negatif
Aplikasi sudah tidak bisa digunakan...kenapa gak ada update...👎,Negatif
Versi sudah kadaluarsa,Negatif
Ga bisa masuk sayang banget,Negatif
Suka eror terus ya udh pake sandi masih aja pake sidik jari /kata sandi hp hadeeh,Negatif
"aplikasi membosankan sangat menguras tenaga saat beusaha membukanya mau siang,malam, subu tetap tdk bisa... sangat melelahkan😕",Negatif
Kenap app nya tidak dapat di gunakan?,Negatif
Tidak profesional,Negatif
Aplikasinya bapuk,Negatif
"Tolong dipercepatkan bosku,ini ko eror terus",Negatif
Aplikasi bosok,Negatif
Aplikasinya jelek banget gak bisa di untuk sekelas kpu aja bikin aplikasi kayaknya gini hadeh,Negatif
Link dari KPU pas di klik dari PlayStore malah versi gabisa digunakan...hadeuhhhhhhhhhhhhhhhhhh,Negatif
Tak bisa dibuka. Entah siapa yang salah,Negatif
Lemot,Negatif
Aplikasi ngak bisa di buka,Negatif
Otentikasinya ribet,Negatif
"Halo min, App lupa password untk login, mohon bantuannya.",Negatif
Gak jelas,Negatif
Apk nya kok gak bisa digunakan mohon solusi nya,Negatif
aplikasi rusak ga niat bikin wkwk,Negatif
Kami oprator Kpps sangat Susa utk Loding,Negatif
Tidak bisa digunakan link dari KPU tapi No.respon Ampe skrang,Negatif
Semogah kejadiannya seperti waktu pemilihan presiden DOWN. lagian aplikasi masih perlu banyak evaluasi di pake.,Negatif
SANGAT JELEK,Negatif
Aplikasi negara kok lucu gini,Negatif
"Aplikasi sirekap mungkin bisa membantu,tapi sayangnya kenapa tidak bisa di buka di TPS 011,JATIMEKAR,JATIASIH,KOTA BEKASI,JAWA BARAT",Negatif
"Aplikasi ga jelas,di suruh login paling lambat 12/11/2024,aplikasi di buka aja ga bisa,malah muncul notif aplikasi versi ini sudah tidak dapat digunakan,padahal link nya dari KPU",Negatif
Apk Ngaco,Negatif
Sekelas negara bobrok kali untuk apk ini.,Negatif
Ga bisa di pakai,Negatif
"Apaa la kpu ni, masak udah update pun ga bisa juga. Jangan gara² apk ga tidor² org di buat Padahal hp udah vivo v23 5G masak ga bisa submit",Negatif
"Aplikasi gk jelas, beribet, ini aplikasi kpu tp bukanya mempermudah malah d persulit. Kita itu sudah bersedia membantu untuk kpu. Tp d bikin ribet dan sulit masuknya. Sudah download hapus download lg ttp z. Useless.",Negatif
Aplikasi kurang baguss,Negatif
Hp saya kok tidak di ijinkan . Kira kira solusinya gimana ya ?,Negatif
"Tolong bisa di buka di iphone , dan aplikasi ini seperti aplikasi yg susah berjalan. Entah drmana asalnya yg buat gk kompeten",Negatif
Aplikasi SAMPAH .. gak bisa apa lu pada bikin aplikasi ajg,Negatif
Versi ini sudah tidak dapat digunakan ....?,Negatif
ANEH. Seharus nya belajar dari pengalam pilpres . Ini malah tambah parah susah masuk nya,Negatif
Aplikasinya belum bisa di gunakan,Negatif
Kabarin kalo udah bisa di buka dehh,Negatif
Gini amat bikin aplikasinya kaya yg glk niat banget .,Negatif
aneh gk bisa di buka,Negatif
ga bs terbuka.mohon untuk diupdate agar bs masuk,Negatif
Bobbrok,Negatif
"Yang bermasalah apk nya,,, kpps yang kena semprot pps. Korupsi digedein, bikin apk untuk bangsa kek gak modal gini.",Negatif
Pengen maju tapi kyk gini amat sistemnya hdeh,Negatif
Kenapa tidak bisa di buka appnya,Negatif
Aplikasi gak bagus kok dipakai buat bangsa Lucu jasa Memalukan,Negatif
Aplikasi g jelas masih aj di pake..skrang malah aplikasi versi tidak dapat digunakan,Negatif
Aku kasih bintang satu,Negatif
Susah,Negatif
"Ra keno d install ""Aplikasi versi ini sudah tidakdapat digunakan"" 😮‍💨",Negatif
Kalau memang belum siap jangan langsung di praktekan . Siap kan dulu apk nya dengan baik . Masa eror mulu. Cair banyak nih .,Negatif
Tidak bisa di gunakan,Negatif
Bukan membantu malah makin susah sekelas pemerintah,Negatif
"susah banget login,pas bisa login malah log out sendiri",Negatif
Aplikasi nob,Negatif
Kalau tidak bisa bikin apk Mending pake google form aja 🤣🤣🤣,Negatif
Saya dari kemarin tidak bisa login .. sampai gnti pasword 5x ..,Negatif
Gimana nie g bisa dibuka,Negatif
Error tidak bisa di Gunakan,Negatif
"Susah login, pemakaian sangat tidak praktis, fitur² ora jelas, dan gak ada fitur create new akun, pokoknya nih aplikasi minim fitur, aplikasi miskis",Negatif
"wkwkwk padahal baru tadi dapet sms disuruh instal apknya pas di instal malah error ga jellas wkwk,apk pemerintah gini amat ga bisa update dan malahan saat masuk apk nya udah ga bisa digunakan karna versinya udah terlalu jadul hahahahaha",Negatif
Apa yg bisa diharapkan dari aplikasi bawaan pemerintah. Astagaaaaa,Negatif
"Tadi Pagi sya Dapat WA dari KPU Untuk install, setelah install Selesai di buka , gak Bisa ada kata2: Aplikasi versi ini, Sudah Tidak dapat digunakan Ini angel tuturane dikasih deadline 19-11-2024",Negatif
"Ai sakirana apk can siap pake mah ulah waka dititah install atuhlah.. Sekelas apk yg notabene-nya milik KPU kos kieu patut.. Nu baleg atuh nyieun apk teh, ciga euweuh jalma pinter wae..",Negatif
Aplikasi ga jelas,Negatif
LOADING,Negatif
Tidak cuma memperlama tolong jangan dikorupsilah buat bikin aplikasi,Negatif
"dikirim WA disuruh login, kocak app nya aja belum siap, gimana sih?",Negatif
Aplikasi kurang bekerja dgn sampurna,Negatif
"Mau sampai kapan ini update nya sedangkan pemilihan udah 2 minggu lagi, tolong dong kpu dipercepat inikan belum login nya terkadang suka eror tuh",Negatif
"Aplikasinya malu maluin, ga update, sekelas negara Indonesia",Negatif
Tidak bisa masuk,Negatif
"Versi usang, untuk pilkada 2024",Negatif
"Kasian aplikasi pemerintah kok gini, miris!!",Negatif
Aplikasi gak bisa di gunakan,Negatif
Bagimna ini e.........😡😡,Negatif
coba yg buat apk jangan bikin pusing,Negatif
Apk sudah di donload tpi tdak bisa digunakan,Negatif
Tidak bisa di gunakan,Negatif
